Filament,Color,Type,LINK,Price (To build) USD,Price (Total) USD
"Panchroma™ Matte PLA",Cotton White,1.75MM 1 KG,https://shop.polymaker.com/products/matte-pla,6.6465,18.99
"PLEASE NOTE THAT ANY FILAMENT CAN BE USED TO PRINT THIS MODEL, THIS IS WHAT I PRINTED IT WITH, YOU DONT NEED THIS FILAMENT SPECIFICALLY",,,,,
